deprecated,cpeName,cpeNameId,lastModified,created
False,cpe:2.3:h:3com:3c17204-us:-:*:*:*:*:*:*:*,E79D7925-5009-4C12-B6ED-A1915E38F14B,2011-01-12T14:36:03.583,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c17210-us:-:*:*:*:*:*:*:*,EFA6BF89-F088-4672-96D7-34A58D7B4993,2011-01-12T14:36:03.757,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c17205-us:-:*:*:*:*:*:*:*,DB39AC4B-B09F-4BDD-AE4F-0256F680C3BF,2011-01-12T14:36:03.663,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c17702-us:-:*:*:*:*:*:*:*,46D544F7-2C2D-46F4-A060-0956C51D1D14,2011-01-12T14:36:04.380,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c17701-us:-:*:*:*:*:*:*:*,84544947-CFCA-47C2-8B0C-2D67EEC2F3F2,2011-01-12T14:36:04.287,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:superstack_3_switch_4924:-:*:*:*:*:*:*:*,EA3C5D8F-9153-4596-A49E-77D46CC8F054,2011-01-12T14:36:08.490,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c17706-us:-:*:*:*:*:*:*:*,7507A84D-BC30-450E-9A67-0A5D2B79961B,2011-01-12T14:36:04.473,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:superstack_ii_2000:-:*:*:*:*:*:*:*,C2EF596E-1975-48C6-B607-6461835736FD,2011-01-12T14:36:08.583,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c39024-us:-:*:*:*:*:*:*:*,909DCEF6-3D4C-4708-AD5D-6527C8F88000,2011-01-12T14:36:04.927,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c8432:-:*:*:*:*:*:*:*,89DE098D-E9B1-49E8-8D09-06B23F00A2F4,2011-01-12T14:36:05.287,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c8462:-:*:*:*:*:*:*:*,A081AD92-4672-4CAD-927D-49CD531A73E6,2011-01-12T14:36:05.367,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c8532:-:*:*:*:*:*:*:*,F0769C40-71DB-4121-BCD4-3CECE7DFCCD7,2011-01-12T14:36:05.457,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c16950-us:-:*:*:*:*:*:*:*,A076CED2-04A2-40A6-9251-FA3EA6C7FA9D,2011-01-12T14:36:02.867,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c250100a:-:*:*:*:*:*:*:*,CD174BAD-915B-449C-BB27-F618A3053F97,2011-01-12T14:36:04.833,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:switch_4005:-:*:*:*:*:*:*:*,81E2F741-46D1-4390-87B0-C637F6113D6C,2011-01-12T14:36:08.677,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c16811-us:-:*:*:*:*:*:*:*,BB228D16-764D-45F3-AD83-0025D37E150B,2011-01-12T14:36:02.770,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:switch_4007r:-:*:*:*:*:*:*:*,DB3326B3-EC92-43A8-91A8-63692D6A6929,2011-01-12T14:36:08.787,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c17708-us:-:*:*:*:*:*:*:*,5765E17A-01D4-459B-A2E3-8F8F1592695E,2011-01-12T14:36:04.647,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c17709-us:-:*:*:*:*:*:*:*,2158A75F-39FD-4D6D-A080-0639E6C78496,2011-01-12T14:36:04.740,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3c17707-us:-:*:*:*:*:*:*:*,6B37FE9E-0180-4AFD-862D-86494BEFEB8A,2011-01-12T14:36:04.567,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:tippingpoint_200:-:*:*:*:*:*:*:*,7CB90D67-4884-49AA-A12E-31519F078D83,2011-01-12T14:36:08.880,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:tippingpoint_200e:-:*:*:*:*:*:*:*,1BD26339-50E7-4279-9CE6-3FDE487D7E7A,2011-01-12T14:36:08.973,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:tippingpoint_2400e:-:*:*:*:*:*:*:*,DCD7E0EC-8D8E-4A81-858E-CD53FA372CD3,2011-01-12T14:36:09.067,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:tippingpoint_50:-:*:*:*:*:*:*:*,1CD3B2F1-B91D-4B8A-9D77-19BDCF5BA081,2011-01-12T14:36:09.163,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:tippingpoint_5000e:-:*:*:*:*:*:*:*,DD5873F4-4815-442C-93DD-9860CCE39326,2011-01-12T14:36:09.257,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:tippingpoint_600e:-:*:*:*:*:*:*:*,9C2065ED-F8FC-40F3-B1D8-6CB9EB2B3641,2011-01-12T14:36:09.333,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3crtpx505-73:-:*:*:*:*:*:*:*,BB853510-3407-4C5B-BD27-69C71B9201AE,2011-01-12T14:36:06.507,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:3crx506-96:-:*:*:*:*:*:*:*,D8097A9F-E31D-4148-B763-5F3383573B8B,2011-01-12T14:36:08.117,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:tippingpoint_ips:-:*:*:*:*:*:*:*,5BD99AF0-33A4-4F35-8D88-6DC02A3BFAD6,2011-01-12T14:36:09.427,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:tippingpoint_ips_1200e:-:*:*:*:*:*:*:*,85886EF9-B829-4DB5-8EFA-9E030FD69497,2011-01-12T14:36:09.537,2007-08-23T21:05:57.937
True,cpe:2.3:a:3com:tippingpoint_ips:-:*:*:*:*:*:*:*,50E6FB13-66B2-44EE-9182-73CDAD302B8B,2010-12-28T17:35:59.023,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:tippingpoint_sms_server:-:*:*:*:*:*:*:*,FE501585-0A17-43E1-B937-8EACEFCF06D8,2011-01-12T14:36:09.630,2007-08-23T21:05:57.937
False,cpe:2.3:h:3com:total_control_netserver_card:-:*:*:*:*:*:*:*,39F7BCE5-97E0-4D07-BD71-BA257658E65C,2011-01-12T14:36:09.817,2007-08-23T21:05:57.937
False,cpe:2.3:a:3com:3c16115-us:-:*:*:*:*:*:*:*,7E93ED40-CB5F-4507-8C9E-48725C1CB4AA,2011-01-12T14:35:43.163,2007-08-23T21:05:57.937
False,cpe:2.3:a:3com:3c16116-us:-:*:*:*:*:*:*:*,11822DF2-133C-47A5-ACFC-6814E4A63218,2011-01-12T14:35:43.443,2007-08-23T21:05:57.937
False,cpe:2.3:a:act:compass:-:*:*:*:*:*:*:*,5CAF37C2-7741-4653-8DE8-C4D94AA7128C,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:a:activcard:activcard_gold_for_cac:-:*:*:*:*:*:*:*,49D133F7-755D-47A2-911E-A796013B5679,2008-04-14T17:56:43.987,2007-08-23T21:05:57.937
False,cpe:2.3:a:saflink:netsign_cac:-:*:*:*:*:*:*:*,7F7527D8-B67A-47BD-AB5C-937149242918,2008-04-01T13:54:15.493,2007-08-23T21:05:57.937
False,cpe:2.3:a:activestate:activeperl:-:*:*:*:*:*:*:*,BE438F25-4C13-48B2-B8E7-159412D2F5CA,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:a:activestate:activepython:-:*:*:*:*:*:*:*,EAE3801C-14C8-471B-8650-582E0D565A6D,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:a:actividentity:activclient_cac:-:*:*:*:*:*:*:*,A4F9733C-9FD2-4B73-96CC-B24445A41BF0,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:acrobat:-:*:*:*:*:*:*:*,2E6C7F5E-2AA4-495F-8119-D8AEBCD9C2D6,2009-03-05T17:16:58.983,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:acrobat_3d:-:*:*:*:*:*:*:*,7E02654A-06C3-41B1-B05D-B48AB82F14A8,2009-03-05T17:16:59.047,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:acrobat_business_tools:-:*:*:*:*:*:*:*,29C18B93-5CD7-4000-AE04-0BCD8F79F9AC,2009-03-05T17:16:59.110,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:acrobat_elements:-:*:*:*:*:*:*:*,D09E4B5A-E930-45C6-8D7A-E98CCE7CFA6E,2009-03-05T17:16:59.170,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:acrobat_reader:-:*:*:*:*:*:*:*,AA40654E-56B3-42D1-9755-EF17127BDD92,2009-03-05T17:16:59.233,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:adobe_content_server:-:*:*:*:*:*:*:*,7671AC18-9E61-484B-9DC3-2AA26BA0A357,2009-03-05T17:16:59.407,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:adobe_air:-:*:*:*:*:*:*:*,3A4E6FA0-A994-47A2-8065-389C8A20AFC0,2011-12-20T18:46:09.773,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:adobe_php_ria_sdk:-:*:*:*:*:*:*:*,73D24CF5-6BF5-408B-B6D8-224FDB36CF99,2009-03-05T17:16:59.467,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:breeze_licensed_server:-:*:*:*:*:*:*:*,6AF619DF-B38B-4B00-8D2E-BA58614304BA,2009-03-05T17:16:59.530,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:captivate:-:*:*:*:*:*:*:*,C849FC5F-7970-4770-8A3A-416DCFDF9A45,2009-11-25T18:26:20.527,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:contribute:4.1:*:*:*:*:*:*:*,6B5D4975-E447-4AB9-BA07-1D84DF0FFEFF,2009-11-25T18:26:20.637,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:contribute:-:*:*:*:*:*:*:*,6D5F86F7-97CD-4702-85AC-B777163B3737,2009-03-05T17:16:59.780,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:creative_suite:-:*:*:*:*:*:*:*,C3D8F123-B178-43E2-8305-2F9D83FFA28B,2009-03-05T17:16:59.843,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:director:-:*:*:*:*:*:*:*,86DD070B-7015-4929-ADBB-63DE0FAD9677,2009-03-05T17:16:59.967,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:document_server:-:*:*:*:*:*:*:*,697A7FD4-5471-4228-8726-E7E4FB113C21,2009-03-05T17:17:00.030,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:download_manager:-:*:*:*:*:*:*:*,EA1DDF77-7A27-47F2-9C17-5EFE0C6CD66D,2009-03-05T17:17:00.093,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:dreamweaver:9.0:*:*:*:*:*:*:*,46F23FC8-F2EA-476B-AC7F-8C32E6A6922B,2010-08-27T13:09:19.987,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:dreamweaver:6.1:*:*:*:*:*:*:*,E62A70FA-86F7-4AF1-897D-CF76F0AF3C76,2009-03-05T17:17:03.767,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:digital_editions:-:*:*:*:*:*:*:*,35ABA78E-20AC-4F5B-96EB-310FFAC7DDFC,2013-07-31T15:20:19.297,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:elicensing:-:*:*:*:*:*:*:*,273A1B1E-C929-427C-8E95-DE6C75E3F821,2009-03-05T17:17:00.217,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:fireworks:9.0:*:*:*:*:*:*:*,22380B49-7145-4265-9E58-3432CFD7BC9E,2009-11-25T18:26:20.933,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:flash_player:-:*:*:*:*:*:*:*,0902DD43-0766-4492-8D0F-F7D1B0003D46,2009-03-05T17:17:00.280,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:flex_sdk:-:*:*:*:*:*:*:*,336B0179-F81B-4541-88E3-EA5BF908C88B,2009-03-05T17:17:01.203,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:formflow_filler:-:*:*:*:*:*:*:*,A08F869D-8A83-4A8D-AD16-0DFA525A796E,2009-03-05T17:17:01.267,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:framemaker:-:*:*:*:*:*:*:*,1D9D67CB-A2E3-4CF6-ABD4-623ADDB92234,2009-03-05T17:17:01.327,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:golive:-:*:*:*:*:*:*:*,785C3366-4393-4C03-802E-81F39DB3212E,2009-03-05T17:17:01.860,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:graphics_server:-:*:*:*:*:*:*:*,3842DC9F-D528-42A8-AA68-FBAC8DFE4A0F,2009-03-05T17:17:02.000,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:jrun:-:*:*:*:*:*:*:*,EA5B1F6E-F319-43E8-9D15-CC23CBB647B7,2009-03-05T17:17:02.813,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:livecycle_form_manager:-:*:*:*:*:*:*:*,FA1F2B0B-F234-4A05-8416-0C05DA69CF10,2009-11-25T18:26:23.763,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:livecycle_workflow:-:*:*:*:*:*:*:*,D242251B-E31B-4648-8616-DBC87C640E6F,2009-03-05T17:17:03.017,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:shockwave_player:-:*:*:*:*:*:*:*,D34F9057-C848-4CA3-A2B5-30D5B2E0A070,2009-03-05T17:17:03.640,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:pagemaker:-:*:*:*:*:*:*:*,F9F5DEC1-1CE3-4ABD-B02A-D0D78F773196,2009-03-05T17:17:03.077,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:photodeluxe:-:*:*:*:*:*:*:*,8AF8B6BF-046E-4B0E-B3A8-1801300A196C,2009-03-05T17:17:03.140,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:photoshop:-:*:*:*:*:*:*:*,7C4EBF5A-113F-48EF-9CB4-B2D27426C1DF,2009-03-05T17:17:03.203,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:photoshop_elements:-:*:*:*:*:*:*:*,B8CE7924-93D6-49E4-95A9-F5A2045C12CD,2009-03-05T17:17:03.453,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:robohelp:-:*:*:*:*:*:*:*,A7FE1362-AB6E-4674-855B-35002A83DBA0,2009-03-05T17:17:03.517,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:robohelp_server:-:*:*:*:*:*:*:*,87C7B3A3-C815-4C53-9370-A6C1807FCBAA,2009-03-05T17:17:03.577,2007-08-23T21:05:57.937
False,cpe:2.3:a:adobe:svg_viewer:-:*:*:*:*:*:*:*,2EA83E26-8BD2-4B92-B88B-66C630A30692,2009-03-05T17:17:03.703,2007-08-23T21:05:57.937
False,cpe:2.3:a:nero:nero:-:*:*:*:*:*:*:*,1CBED1E1-34A3-4001-958F-2A7B30C26682,2008-04-01T14:08:29.657,2007-08-23T21:05:57.937
False,cpe:2.3:h:alcatel:adsl_modem_1000:-:*:*:*:*:*:*:*,33DF1C5F-CFDA-4C60-8597-F94A92C188EF,2008-04-01T14:08:29.827,2007-08-23T21:05:57.937
False,cpe:2.3:h:alcatel:speed_touch_adsl_modem:-:*:*:*:*:*:*:*,EA6E91A1-3232-4F4E-BDEF-846E8997ED8E,2008-04-01T14:08:30.000,2007-08-23T21:05:57.937
False,cpe:2.3:o:alcatel:aos:-:*:*:*:*:*:*:*,BD547F8F-278D-436B-B9AA-E6D5741C5354,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:h:alcatel:omnistack:-:*:*:*:*:*:*:*,7FB31B16-C8B6-441B-B8ED-1A49206F808E,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:h:alcatel:omniswitch:-:*:*:*:*:*:*:*,6E2E44D4-413C-4C67-9244-C68877A6377D,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:h:alcatel:speed_touch_home:-:*:*:*:*:*:*:*,DCD5695E-B4C4-41D5-8A4C-9ED4D1D209B4,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:h:alcatel:switched_firewall:-:*:*:*:*:*:*:*,A3CCB8C4-7F3D-48EE-B8CB-B8C80300BF66,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:h:alcatel-lucent:omniaccess_wireless:-:*:*:*:*:*:*:*,CE34D973-66DA-4D2A-8C06-51E65D93452E,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:a:alcatel-lucent:voice_mail_system:-:*:*:*:*:*:*:*,CF52BB9F-E97F-4553-84A3-6AB194F165B4,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:a:alliedtelesyn:at-tftp:-:*:*:*:*:*:*:*,127F3BC4-F1A2-43ED-8D3C-150AF394B2F2,2008-04-14T17:56:48.033,2007-08-23T21:05:57.937
False,cpe:2.3:h:alliedtelesyn:at-9000_24_ethernetswitch:-:*:*:*:*:*:*:*,B800B5E1-004E-4ACE-A32A-642977A838CE,2008-04-14T17:56:47.440,2007-08-23T21:05:57.937
False,cpe:2.3:h:alliedtelesyn:at-9724ts:-:*:*:*:*:*:*:*,496CEFAF-040C-4FFC-9B96-B85F33CE6C2C,2008-04-14T17:56:47.503,2007-08-23T21:05:57.937
False,cpe:2.3:h:alliedtelesyn:at-s24:-:*:*:*:*:*:*:*,8B02E585-16CB-44C4-8A2D-3CAA8A469B15,2008-04-14T17:56:47.547,2007-08-23T21:05:57.937
False,cpe:2.3:h:alliedtelesyn:at-s30:-:*:*:*:*:*:*:*,251530F4-71BE-4FF9-A219-C990B5792673,2008-04-14T17:56:47.610,2007-08-23T21:05:57.937
False,cpe:2.3:h:alliedtelesyn:at-s39:-:*:*:*:*:*:*:*,31E5FF19-A18C-4F98-BD0C-0355795DDD97,2008-04-14T17:56:47.657,2007-08-23T21:05:57.937
False,cpe:2.3:h:alliedtelesyn:cable_dsl_router_at-ar220e:-:*:*:*:*:*:*:*,11F5AD5F-E983-4940-AAF3-8AF6BED1E843,2008-04-14T17:56:47.707,2007-08-23T21:05:57.937
False,cpe:2.3:a:altiris:carbon_copy:-:*:*:*:*:*:*:*,5C8E6044-B89F-47B5-9044-E8ED98AB6D4A,2008-04-01T14:08:33.000,2007-08-23T21:05:57.937
False,cpe:2.3:a:altiris:client_service:-:*:*:*:*:*:*:*,F36FA97F-9501-49B3-8A05-8ED3F79A26EC,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:a:altiris:deployment_server_extension_for_ibm_director:-:*:*:*:*:*:*:*,0A3CA5D8-E9BF-46C3-BA74-5F7466F9D26A,2008-04-01T14:08:34.437,2007-08-23T21:05:57.937
False,cpe:2.3:a:altiris:deployment_solution:-:*:*:*:*:*:*:*,02B06BE7-6976-4ED4-B08D-2BD10CE8842F,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:a:altiris:recovery_solution:-:*:*:*:*:*:*:*,00397187-ADBE-408B-ACAA-F8A5066B277F,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:a:altiris:server_management_suite:-:*:*:*:*:*:*:*,DBAEB6F2-E802-4ECD-9213-6F8AF4924B17,2007-09-14T17:36:49.090,2007-08-23T21:05:57.937
False,cpe:2.3:a:amanda:amanda:-:*:*:*:*:*:*:*,2E62A08B-038C-46CC-BE2B-A5697DB71B8F,2023-05-11T13:58:21.000,2007-08-23T21:05:57.937
False,cpe:2.3:a:amd:catalyst_driver:-:*:*:*:*:*:*:*,25B4A6CD-0442-455C-A230-55004ACB4876,2008-04-01T14:08:35.000,2007-08-23T21:05:57.937
False,cpe:2.3:a:analogx:proxy:-:*:*:*:*:*:*:*,2C2D0FB0-405B-476A-A8C9-B2537DA4C090,2008-04-01T14:08:35.140,2007-08-23T21:05:57.937
